esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
900035798,2.02E+13,50.8,340.5,-61.25000,3.555,3.539,38,35,24.28,74.34
900035799,2.02E+13,61.7,347.0,-71.99000,3.638,3.590,35,34,28.09,85.79
900035801,2.02E+13,67.9,347.8,-40.99000,3.643,3.604,36,35,30.27,92.30
900035809,2.02E+13,57.4,344.7,-41.27000,3.608,3.573,32,30,26.59,81.27
900035813,2.02E+13,27.5,327.2,-31.89000,3.417,3.399,35,34,16.12,49.88
900035816,2.02E+13,67.9,349.6,-64.04000,3.652,3.632,34,33,30.27,92.30
900035822,2.02E+13,62.6,347.3,-48.21000,3.643,3.593,33,31,28.41,86.73
900035830,2.02E+13,19.4,321.7,-62.68000,3.358,3.345,36,33,13.29,41.37
900035836,2.02E+13,46.6,337.3,-46.78000,3.523,3.504,37,36,22.81,69.93
900035840,2.02E+13,74.8,352.1,-70.12000,3.677,3.658,34,32,32.68,99.54
900035843,2.02E+13,63.9,347.8,-46.91000,3.643,3.603,37,35,28.86,88.09
900035850,2.02E+13,66.9,349.5,-47.20000,3.658,3.624,35,34,29.91,91.25
900035854,2.02E+13,75.6,354.0,-33.74000,3.711,3.665,36,34,32.96,100.00
900035857,2.02E+13,75.5,353.1,-37.28000,3.698,3.658,35,34,32.92,100.00
900035864,2.02E+13,23.4,325.9,-43.94000,3.405,3.385,36,34,14.69,45.57
900035867,2.02E+13,36.2,331.1,-28.88000,3.460,3.437,34,33,19.17,59.01
900035873,2.02E+13,42.1,335.7,-70.82000,3.509,3.485,33,32,21.23,65.21
900035875,2.02E+13,74.8,352.2,-37.25000,3.679,3.658,34,32,32.68,99.54
900035876,2.02E+13,68.3,348.4,-58.28000,3.645,3.614,33,31,30.40,92.72
900035881,2.02E+13,49.7,339.6,-57.04000,3.557,3.518,36,35,23.89,73.19
900035884,2.02E+13,37.8,331.8,-31.41000,3.473,3.439,32,31,19.73,60.69
900035887,2.02E+13,37.7,333.1,-61.14000,3.478,3.462,36,33,19.70,60.59
900035890,2.02E+13,25.6,326.4,-67.97000,3.407,3.393,37,35,15.46,47.88
900035896,2.02E+13,19.1,323.7,-56.01000,3.389,3.354,35,33,13.19,41.06
900035898,2.02E+13,71.5,350.6,-74.14000,3.664,3.641,32,30,31.52,96.08
900035901,2.02E+13,52.1,340.3,-50.07000,3.563,3.527,37,36,24.73,75.71
900035908,2.02E+13,33.6,328.9,-66.26000,3.434,3.417,35,33,18.26,56.28
900035913,2.02E+13,74.9,352.4,-27.60000,3.682,3.659,36,35,32.72,99.65
900035915,2.02E+13,42.2,334.5,-27.49000,3.496,3.472,36,35,21.27,65.31
900035920,2.02E+13,63.1,345.1,-22.56000,3.607,3.583,37,34,28.59,87.26
900035924,2.02E+13,39.7,332.2,-68.44000,3.477,3.445,34,33,20.39,62.69
900035927,2.02E+13,15.7,321.8,-42.89000,3.367,3.338,32,31,11.99,37.48
900035931,2.02E+13,73.6,351.1,-39.76000,3.672,3.642,35,33,32.26,98.28
900035932,2.02E+13,39.4,333.7,-25.24000,3.484,3.467,34,33,20.29,62.37
900035935,2.02E+13,74.9,353.4,-52.54000,3.695,3.667,33,32,32.72,99.65
900035941,2.02E+13,77.7,355.4,-57.76000,3.716,3.688,34,32,33.70,100.00
900035949,2.02E+13,54.8,342.3,-54.94000,3.577,3.553,35,32,25.68,78.54
900035953,2.02E+13,79.4,355.4,-41.06000,3.723,3.682,34,33,34.00,100.00
900035961,2.02E+13,19.3,322.6,-68.55000,3.369,3.352,37,36,13.25,41.27
900035966,2.02E+13,52.5,339.5,-73.20000,3.552,3.522,33,32,24.88,76.12
900035967,2.02E+13,38.8,332.9,-41.89000,3.476,3.459,33,31,20.08,61.74
900035970,2.02E+13,61.6,344.3,-42.74000,3.600,3.574,33,32,28.06,85.68
900035975,2.02E+13,16.4,321.7,-41.85000,3.363,3.339,36,33,12.24,38.22
900035982,2.02E+13,78.4,354.1,-47.11000,3.710,3.666,32,31,33.94,100.00
900035985,2.02E+13,36.4,332.5,-41.23000,3.481,3.446,32,30,19.24,59.22
900035993,2.02E+13,57.4,342.5,-44.78000,3.588,3.547,34,31,26.59,81.27
900036000,2.02E+13,26.3,326.3,-54.12000,3.411,3.387,37,35,15.71,48.62
900036007,2.02E+13,36.8,331.7,-55.66000,3.473,3.438,35,33,19.38,59.64
900036013,2.02E+13,69.2,349.6,-32.77000,3.662,3.622,37,36,30.72,93.66
900036016,2.02E+13,73.6,351.5,-35.27000,3.687,3.636,32,31,32.26,98.28
900036018,2.02E+13,35.6,330.1,-46.29000,3.456,3.422,38,36,18.96,58.38
900036026,2.02E+13,36.5,331.4,-59.98000,3.469,3.435,34,34,19.27,59.33
900036034,2.02E+13,40.8,335.0,-42.81000,3.510,3.470,32,31,20.78,63.84
900036041,2.02E+13,33.4,331.4,-32.16000,3.462,3.443,32,30,18.19,56.07
900036043,2.02E+13,46.9,338.3,-48.76000,3.545,3.503,36,34,22.91,70.25
900036048,2.02E+13,61.2,344.8,-62.13000,3.610,3.573,33,31,27.92,85.26
900036052,2.02E+13,38.9,333.1,-56.31000,3.483,3.457,36,33,20.11,61.84
900036058,2.02E+13,68.9,350.0,-30.69000,3.663,3.629,34,33,30.62,93.35
900036066,2.02E+13,58.4,343.2,-60.12000,3.587,3.563,33,31,26.94,82.32
900036069,2.02E+13,70.0,350.7,-57.06000,3.676,3.630,36,34,31.00,94.50
900036073,2.02E+13,25.2,326.1,-40.76000,3.412,3.381,34,33,15.32,47.46
900036078,2.02E+13,63.2,347.8,-41.98000,3.643,3.602,36,34,28.62,87.36
900036079,2.02E+13,32.4,329.2,-58.28000,3.441,3.417,34,32,17.84,55.02
900036083,2.02E+13,70.6,351.6,-68.45000,3.681,3.645,32,30,31.21,95.13
900036086,2.02E+13,20.2,322.2,-44.91000,3.369,3.343,36,35,13.57,42.21
900036094,2.02E+13,76.9,354.6,-59.21000,3.711,3.676,34,33,33.41,100.00
900036101,2.02E+13,21.5,324.0,-25.66000,3.388,3.362,34,32,14.02,43.58
900036102,2.02E+13,51.0,341.0,-50.24000,3.574,3.530,36,35,24.35,74.55
900036109,2.02E+13,22.5,323.5,-68.08000,3.382,3.357,37,35,14.38,44.62
900036115,2.02E+13,44.6,336.1,-54.29000,3.522,3.480,35,34,22.11,67.83
900036119,2.02E+13,48.0,337.6,-39.69000,3.531,3.503,37,35,23.30,71.40
900036120,2.02E+13,64.4,347.8,-33.58000,3.636,3.610,38,36,29.04,88.62
900036126,2.02E+13,22.2,322.5,-23.15000,3.374,3.345,33,32,14.27,44.31
900036131,2.02E+13,43.1,335.4,-37.69000,3.507,3.481,35,34,21.59,66.25
900036137,2.02E+13,51.2,339.8,-72.48000,3.552,3.528,35,34,24.42,74.76
900036142,2.02E+13,75.6,354.4,-28.84000,3.711,3.673,33,31,32.96,100.00
900036146,2.02E+13,27.9,327.6,-44.71000,3.421,3.405,36,33,16.27,50.30
900036153,2.02E+13,38.0,331.9,-38.61000,3.476,3.438,34,31,19.80,60.90
900036156,2.02E+13,62.0,345.0,-44.69000,3.606,3.582,32,30,28.20,86.10
900036161,2.02E+13,43.5,335.6,-34.58000,3.505,3.486,35,33,21.73,66.68
900036162,2.02E+13,68.9,349.4,-23.76000,3.651,3.629,37,35,30.62,93.35
900036167,2.02E+13,66.8,349.1,-46.95000,3.650,3.623,38,36,29.88,91.14
900036174,2.02E+13,26.2,324.9,-62.89000,3.401,3.368,36,34,15.67,48.51
900036176,2.02E+13,64.6,348.1,-24.88000,3.636,3.617,36,35,29.11,88.83
900036177,2.02E+13,15.5,320.2,-35.12000,3.345,3.325,36,34,11.93,37.28
900036179,2.02E+13,74.5,353.3,-34.58000,3.702,3.659,38,36,32.58,99.23
900036184,2.02E+13,76.0,355.0,-26.17000,3.721,3.676,37,35,33.10,100.00
900036192,2.02E+13,53.7,340.9,-67.35000,3.575,3.527,32,30,25.29,77.39
900036196,2.02E+13,25.8,326.8,-69.03000,3.413,3.395,34,32,15.53,48.09
900036197,2.02E+13,52.5,340.8,-71.55000,3.567,3.532,33,32,24.88,76.12
900036205,2.02E+13,64.6,346.5,-25.44000,3.631,3.589,35,34,29.11,88.83
900036209,2.02E+13,55.9,343.5,-48.51000,3.601,3.555,34,33,26.06,79.69
900036216,2.02E+13,63.6,347.0,-64.35000,3.629,3.600,35,32,28.76,87.78
900036219,2.02E+13,27.6,328.3,-39.88000,3.426,3.413,34,32,16.16,49.98
900036227,2.02E+13,54.4,341.4,-46.69000,3.570,3.542,35,34,25.54,78.12
900036230,2.02E+13,55.2,342.9,-50.95000,3.594,3.549,32,30,25.82,78.96
900036235,2.02E+13,50.4,340.2,-58.49000,3.552,3.536,35,33,24.14,73.92
900036242,2.02E+13,25.6,325.3,-23.52000,3.400,3.378,37,34,15.46,47.88
900036248,2.02E+13,77.8,355.6,-53.37000,3.721,3.688,36,35,33.73,100.00
900036251,2.02E+13,37.9,333.8,-42.17000,3.496,3.458,33,31,19.77,60.80
900036256,2.02E+13,78.9,354.0,-33.80000,3.701,3.673,32,30,34.00,100.00
900036262,2.02E+13,47.2,336.6,-52.75000,3.517,3.495,37,36,23.02,70.56
900036269,2.02E+13,30.6,327.8,-40.06000,3.426,3.403,34,33,17.21,53.13
900036272,2.02E+13,43.2,336.1,-34.21000,3.510,3.492,33,32,21.62,66.36
900036276,2.02E+13,27.4,327.9,-54.92000,3.435,3.397,32,30,16.09,49.77
900036284,2.02E+13,35.1,330.0,-37.08000,3.446,3.429,37,36,18.79,57.86
900036285,2.02E+13,48.6,338.6,-39.04000,3.545,3.508,32,31,23.51,72.03
900036286,2.02E+13,76.3,353.1,-71.00000,3.702,3.655,36,34,33.20,100.00
900036287,2.02E+13,24.5,324.7,-64.78000,3.398,3.367,34,31,15.07,46.73
900036288,2.02E+13,73.2,351.7,-27.45000,3.690,3.637,34,33,32.12,97.86
900036290,2.02E+13,45.9,336.9,-49.95000,3.519,3.499,36,33,22.56,69.19
900036293,2.02E+13,30.9,328.5,-38.53000,3.437,3.407,37,36,17.31,53.45
900036297,2.02E+13,15.2,320.2,-61.28000,3.342,3.328,38,35,11.82,36.96
900036305,2.02E+13,53.2,339.8,-62.41000,3.558,3.521,35,34,25.12,76.86
900036308,2.02E+13,25.3,327.0,-52.75000,3.413,3.400,35,34,15.36,47.56
900036316,2.02E+13,32.8,328.6,-59.26000,3.436,3.411,33,32,17.98,55.44
900036318,2.02E+13,61.9,345.4,-54.16000,3.623,3.572,38,36,28.16,86.00
900036321,2.02E+13,51.7,339.4,-60.66000,3.558,3.512,35,34,24.59,75.28
900036329,2.02E+13,58.2,343.6,-38.56000,3.588,3.570,36,35,26.87,82.11
900036333,2.02E+13,77.3,354.6,-38.79000,3.722,3.665,34,32,33.55,100.00
900036339,2.02E+13,19.7,323.3,-38.00000,3.375,3.361,37,36,13.39,41.69
900036342,2.02E+13,27.5,326.5,-41.98000,3.416,3.387,37,36,16.12,49.88
900036349,2.02E+13,19.5,321.1,-24.30000,3.358,3.332,38,36,13.32,41.48
900036355,2.02E+13,73.2,352.3,-44.07000,3.687,3.652,32,31,32.12,97.86
900036363,2.02E+13,38.4,331.9,-31.10000,3.468,3.447,37,35,19.94,61.32
900036365,2.02E+13,37.3,332.5,-64.56000,3.474,3.453,33,30,19.55,60.16
900036372,2.02E+13,19.4,322.6,-58.31000,3.378,3.343,35,33,13.29,41.37
900036374,2.02E+13,62.1,347.0,-41.76000,3.629,3.599,35,34,28.23,86.20
900036380,2.02E+13,24.4,326.6,-33.95000,3.421,3.383,38,36,15.04,46.62
900036383,2.02E+13,58.4,343.7,-23.39000,3.602,3.558,38,36,26.94,82.32
900036385,2.02E+13,49.5,339.8,-29.11000,3.547,3.531,32,31,23.82,72.97
900036393,2.02E+13,59.0,343.6,-52.79000,3.597,3.560,34,32,27.15,82.95
900036401,2.02E+13,74.7,352.3,-66.65000,3.685,3.655,38,36,32.64,99.44
900036405,2.02E+13,64.9,347.9,-52.67000,3.633,3.615,32,31,29.21,89.15
900036410,2.02E+13,27.5,326.2,-44.91000,3.410,3.386,36,34,16.12,49.88
900036411,2.02E+13,58.1,344.4,-57.41000,3.606,3.568,36,35,26.84,82.00
900036415,2.02E+13,15.8,319.9,-41.10000,3.349,3.316,38,36,12.03,37.59
900036417,2.02E+13,63.8,346.2,-57.97000,3.627,3.586,32,31,28.83,87.99
900036423,2.02E+13,61.5,345.8,-32.12000,3.628,3.576,36,34,28.02,85.58
900036424,2.02E+13,54.3,342.8,-39.27000,3.594,3.547,36,35,25.50,78.02
900036428,2.02E+13,51.8,341.6,-22.79000,3.576,3.542,35,34,24.63,75.39
900036431,2.02E+13,46.9,337.2,-47.53000,3.531,3.493,34,32,22.91,70.25
900036436,2.02E+13,51.9,341.8,-69.55000,3.582,3.539,36,34,24.66,75.50
900036440,2.02E+13,29.7,329.2,-33.16000,3.447,3.412,34,31,16.89,52.19
900036442,2.02E+13,64.3,347.1,-42.31000,3.637,3.595,35,34,29.00,88.52
900036447,2.02E+13,51.9,341.3,-66.54000,3.566,3.544,33,31,24.66,75.50
900036452,2.02E+13,24.1,326.1,-40.42000,3.410,3.384,34,32,14.94,46.31
900036458,2.02E+13,37.6,333.4,-41.79000,3.494,3.451,36,34,19.66,60.48
900036465,2.02E+13,51.4,339.3,-28.91000,3.554,3.516,35,34,24.49,74.97
900036466,2.02E+13,48.3,339.2,-28.27000,3.549,3.517,36,35,23.40,71.72
900036469,2.02E+13,26.0,326.5,-33.21000,3.412,3.389,32,30,15.60,48.30
900036474,2.02E+13,32.1,329.0,-30.89000,3.436,3.419,33,31,17.73,54.71
900036476,2.02E+13,55.6,342.6,-62.84000,3.588,3.550,36,33,25.96,79.38
900036481,2.02E+13,43.1,335.6,-25.24000,3.506,3.485,32,31,21.59,66.25
900036489,2.02E+13,48.0,339.4,-35.20000,3.551,3.520,36,34,23.30,71.40
900036490,2.02E+13,70.6,351.6,-63.83000,3.677,3.647,34,32,31.21,95.13
900036496,2.02E+13,29.2,329.2,-48.90000,3.444,3.414,38,36,16.72,51.66
900036500,2.02E+13,45.1,336.1,-57.44000,3.518,3.484,35,33,22.29,68.36
900036504,2.02E+13,51.4,339.5,-36.61000,3.560,3.512,36,35,24.49,74.97
900036509,2.02E+13,61.0,345.8,-48.41000,3.614,3.589,36,35,27.85,85.05
900036512,2.02E+13,45.1,337.3,-48.23000,3.533,3.494,37,35,22.29,68.36
900036516,2.02E+13,31.2,330.0,-46.72000,3.450,3.425,37,36,17.42,53.76
900036523,2.02E+13,72.3,351.4,-59.93000,3.672,3.649,34,32,31.80,96.92
900036524,2.02E+13,21.0,323.2,-46.32000,3.376,3.358,32,30,13.85,43.05
900036532,2.02E+13,58.6,343.6,-47.21000,3.599,3.558,34,32,27.01,82.53
900036536,2.02E+13,51.6,340.0,-32.65000,3.551,3.532,37,36,24.56,75.18
900036537,2.02E+13,44.8,335.3,-69.50000,3.508,3.477,37,35,22.18,68.04
900036538,2.02E+13,30.0,328.4,-44.82000,3.429,3.412,37,35,17.00,52.50
900036543,2.02E+13,51.2,339.8,-48.62000,3.554,3.525,33,32,24.42,74.76
900036547,2.02E+13,66.2,347.9,-29.38000,3.648,3.599,33,31,29.67,90.51
900036551,2.02E+13,67.1,347.3,-33.99000,3.633,3.603,33,31,29.98,91.45
900036558,2.02E+13,69.3,348.6,-41.33000,3.643,3.620,32,30,30.75,93.77
900036562,2.02E+13,18.6,321.2,-72.11000,3.355,3.337,35,33,13.01,40.53
900036570,2.02E+13,56.7,343.3,-24.15000,3.591,3.561,32,30,26.34,80.53
900036576,2.02E+13,36.3,330.5,-51.41000,3.455,3.430,33,32,19.20,59.12
900036582,2.02E+13,65.3,347.1,-61.28000,3.627,3.605,33,32,29.35,89.56
900036585,2.02E+13,78.6,356.3,-34.99000,3.733,3.689,38,36,34.00,100.00
900036586,2.02E+13,48.9,338.5,-37.89000,3.537,3.516,35,34,23.61,72.34
900036594,2.02E+13,51.1,341.0,-61.39000,3.563,3.542,32,31,24.38,74.66
900036597,2.02E+13,26.0,326.2,-73.73000,3.415,3.381,35,34,15.60,48.30
900036602,2.02E+13,68.9,349.6,-29.48000,3.667,3.617,38,36,30.62,93.35
900036609,2.02E+13,24.9,324.9,-46.17000,3.395,3.374,34,32,15.21,47.14
900036610,2.02E+13,61.0,345.9,-53.24000,3.613,3.594,38,35,27.85,85.05
900036612,2.02E+13,24.4,325.6,-44.37000,3.399,3.384,32,30,15.04,46.62
900036615,2.02E+13,43.0,334.3,-66.66000,3.496,3.470,36,34,21.55,66.15
900036617,2.02E+13,27.1,326.6,-62.95000,3.412,3.392,36,34,15.98,49.45
900036618,2.02E+13,46.5,336.2,-71.68000,3.512,3.493,38,36,22.77,69.83
900036619,2.02E+13,59.1,344.6,-48.63000,3.612,3.568,37,35,27.18,83.06
900036625,2.02E+13,52.4,339.7,-30.89000,3.549,3.529,34,32,24.84,76.02
900036633,2.02E+13,60.9,346.6,-67.37000,3.626,3.596,34,32,27.81,84.94
900036634,2.02E+13,76.2,354.9,-60.83000,3.722,3.672,33,32,33.17,100.00
900036635,2.02E+13,55.5,341.5,-65.92000,3.569,3.547,32,30,25.92,79.28
900036642,2.02E+13,73.0,352.8,-63.07000,3.692,3.658,34,32,32.05,97.65
900036649,2.02E+13,35.8,330.7,-65.70000,3.455,3.435,36,35,19.03,58.59
900036654,2.02E+13,49.7,340.2,-53.11000,3.558,3.530,37,35,23.89,73.19
900036659,2.02E+13,72.5,352.5,-42.40000,3.693,3.651,35,34,31.88,97.12
900036667,2.02E+13,73.4,352.8,-37.98000,3.698,3.653,38,36,32.19,98.07
900036669,2.02E+13,54.2,340.1,-46.90000,3.564,3.522,36,34,25.47,77.91
900036677,2.02E+13,46.4,335.8,-58.05000,3.512,3.485,34,33,22.74,69.72
900036682,2.02E+13,37.8,331.8,-37.65000,3.472,3.441,34,32,19.73,60.69
900036685,2.02E+13,72.5,351.6,-32.70000,3.672,3.653,35,33,31.88,97.12
900036691,2.02E+13,36.7,332.5,-40.64000,3.480,3.448,33,31,19.34,59.54
900036693,2.02E+13,56.5,343.3,-35.30000,3.590,3.561,33,31,26.27,80.33
900036694,2.02E+13,64.9,347.6,-56.03000,3.646,3.596,36,34,29.21,89.15
900036700,2.02E+13,48.2,338.2,-41.91000,3.536,3.510,34,33,23.37,71.61
900036703,2.02E+13,29.6,327.5,-52.17000,3.421,3.402,33,31,16.86,52.08
900036707,2.02E+13,79.7,354.2,-22.86000,3.702,3.678,32,30,34.00,100.00
900036715,2.02E+13,21.1,322.1,-35.81000,3.362,3.349,36,34,13.88,43.16
900036717,2.02E+13,26.6,327.5,-24.85000,3.424,3.400,37,36,15.81,48.93
900036720,2.02E+13,76.4,353.9,-59.49000,3.700,3.673,33,31,33.24,100.00
900036728,2.02E+13,42.0,335.6,-39.99000,3.519,3.474,36,34,21.20,65.10
900036736,2.02E+13,78.3,354.6,-45.33000,3.704,3.683,36,34,33.91,100.00
900036742,2.02E+13,73.8,350.9,-69.42000,3.669,3.641,38,36,32.33,98.49
900036750,2.02E+13,36.1,331.8,-34.90000,3.463,3.449,36,35,19.13,58.91
900036752,2.02E+13,66.6,347.5,-64.52000,3.632,3.607,32,30,29.81,90.93
900036754,2.02E+13,26.8,325.4,-39.11000,3.400,3.378,37,36,15.88,49.14
900036755,2.02E+13,16.4,321.3,-28.31000,3.362,3.331,33,30,12.24,38.22
900036759,2.02E+13,32.8,328.4,-73.70000,3.436,3.405,38,36,17.98,55.44
900036763,2.02E+13,21.7,324.4,-56.07000,3.387,3.372,35,33,14.09,43.78
900036767,2.02E+13,50.2,340.5,-67.50000,3.562,3.531,33,32,24.07,73.71
900036769,2.02E+13,54.8,340.7,-69.43000,3.560,3.537,37,35,25.68,78.54
900036774,2.02E+13,23.3,323.9,-62.72000,3.385,3.363,35,34,14.65,45.47
900036779,2.02E+13,25.2,324.1,-65.11000,3.383,3.370,37,35,15.32,47.46
900036781,2.02E+13,71.5,349.6,-72.11000,3.654,3.628,34,31,31.52,96.08
900036789,2.02E+13,25.2,326.9,-61.83000,3.422,3.389,36,34,15.32,47.46
900036794,2.02E+13,69.7,348.8,-39.59000,3.648,3.619,38,37,30.89,94.19
900036801,2.02E+13,75.8,353.3,-64.67000,3.705,3.655,37,35,33.03,100.00
900036803,2.02E+13,73.7,351.0,-48.79000,3.675,3.637,37,35,32.30,98.39
900036810,2.02E+13,31.6,330.6,-22.68000,3.455,3.433,36,35,17.56,54.18
900036815,2.02E+13,71.0,350.7,-29.43000,3.675,3.632,37,36,31.35,95.55
900036820,2.02E+13,40.7,334.8,-37.08000,3.504,3.470,37,36,20.74,63.74
900036825,2.02E+13,76.1,352.4,-24.19000,3.685,3.657,36,35,33.13,100.00
900036830,2.02E+13,21.5,322.2,-64.71000,3.363,3.350,37,36,14.02,43.58
900036836,2.02E+13,15.8,321.4,-74.12000,3.361,3.335,37,35,12.03,37.59
900036841,2.02E+13,29.7,326.8,-62.52000,3.424,3.384,34,32,16.89,52.19
900036844,2.02E+13,66.0,349.3,-60.13000,3.658,3.618,36,35,29.60,90.30
900036851,2.02E+13,27.0,326.0,-25.52000,3.412,3.380,32,30,15.95,49.35
900036853,2.02E+13,33.8,331.3,-37.34000,3.459,3.444,33,31,18.33,56.49
900036857,2.02E+13,58.7,343.1,-38.04000,3.591,3.557,35,34,27.04,82.64
900036861,2.02E+13,47.6,337.0,-49.92000,3.527,3.494,34,32,23.16,70.98
900036863,2.02E+13,15.9,319.6,-54.13000,3.339,3.319,32,31,12.06,37.70
900036870,2.02E+13,35.3,330.2,-35.59000,3.449,3.431,34,32,18.85,58.06
900036875,2.02E+13,20.0,323.9,-35.40000,3.385,3.363,35,33,13.50,42.00
900036877,2.02E+13,41.8,334.1,-70.33000,3.498,3.462,35,34,21.13,64.89
900036884,2.02E+13,49.8,338.6,-50.81000,3.545,3.509,36,34,23.93,73.29
900036885,2.02E+13,58.0,344.2,-23.19000,3.600,3.571,35,34,26.80,81.90
900036889,2.02E+13,43.8,336.0,-61.18000,3.519,3.480,37,36,21.83,66.99
900036896,2.02E+13,45.0,335.2,-63.20000,3.504,3.479,33,32,22.25,68.25
900036904,2.02E+13,49.3,337.6,-33.98000,3.528,3.506,38,36,23.75,72.77
900036906,2.02E+13,47.9,339.2,-23.63000,3.551,3.516,38,37,23.26,71.30
900036907,2.02E+13,61.3,345.6,-22.79000,3.624,3.575,36,34,27.95,85.36
900036909,2.02E+13,40.6,332.8,-60.43000,3.489,3.445,36,34,20.71,63.63
900036916,2.02E+13,70.6,352.0,-59.24000,3.677,3.656,36,35,31.21,95.13
900036923,2.02E+13,38.2,332.7,-34.95000,3.486,3.445,33,30,19.87,61.11
900036924,2.02E+13,25.3,325.9,-24.65000,3.407,3.383,36,34,15.36,47.56
900036926,2.02E+13,59.5,344.8,-73.77000,3.607,3.575,33,32,27.32,83.47
900036933,2.02E+13,57.3,342.2,-70.95000,3.573,3.555,37,36,26.55,81.16
900036941,2.02E+13,28.0,326.3,-45.99000,3.408,3.390,36,35,16.30,50.40
900036945,2.02E+13,19.8,322.9,-53.47000,3.382,3.345,38,37,13.43,41.79
900036949,2.02E+13,17.3,322.7,-37.68000,3.369,3.354,35,34,12.55,39.17
900036956,2.02E+13,53.5,342.7,-36.52000,3.585,3.555,34,33,25.22,77.18
900036963,2.02E+13,54.1,341.3,-49.36000,3.571,3.539,33,32,25.43,77.81
900036964,2.02E+13,70.7,350.8,-25.10000,3.668,3.640,33,31,31.25,95.23
900036970,2.02E+13,72.4,350.6,-53.36000,3.671,3.634,37,36,31.84,97.02
900036974,2.02E+13,19.1,321.9,-51.89000,3.370,3.337,34,32,13.19,41.06
900036980,2.02E+13,72.4,352.4,-57.69000,3.691,3.651,37,36,31.84,97.02
900036988,2.02E+13,36.3,331.5,-63.50000,3.462,3.444,34,33,19.20,59.12
900036989,2.02E+13,49.4,340.4,-53.71000,3.554,3.538,34,33,23.79,72.87
900036992,2.02E+13,60.7,344.2,-44.53000,3.602,3.569,35,33,27.75,84.74
900036999,2.02E+13,62.6,346.6,-29.25000,3.632,3.589,38,36,28.41,86.73
900037003,2.02E+13,69.1,349.3,-73.72000,3.664,3.613,33,32,30.68,93.55
900037009,2.02E+13,50.8,339.1,-63.72000,3.546,3.519,34,32,24.28,74.34
900037014,2.02E+13,57.1,343.0,-38.57000,3.587,3.559,32,30,26.48,80.96
900037022,2.02E+13,34.4,331.8,-58.95000,3.476,3.436,38,35,18.54,57.12
900037028,2.02E+13,77.8,355.3,-45.44000,3.721,3.681,36,34,33.73,100.00
900037032,2.02E+13,64.0,346.6,-65.14000,3.632,3.589,34,32,28.90,88.20
900037033,2.02E+13,44.9,336.4,-47.85000,3.519,3.489,34,32,22.21,68.15
900037040,2.02E+13,36.7,331.8,-67.77000,3.467,3.445,35,34,19.34,59.54
900037043,2.02E+13,74.5,352.0,-22.77000,3.692,3.642,33,31,32.58,99.23
900037049,2.02E+13,44.5,336.0,-46.58000,3.520,3.480,32,31,22.07,67.72
900037057,2.02E+13,53.4,340.3,-40.75000,3.568,3.521,35,33,25.19,77.07
900037064,2.02E+13,50.2,338.0,-55.15000,3.544,3.498,34,32,24.07,73.71
900037072,2.02E+13,17.0,320.2,-60.29000,3.342,3.329,36,34,12.45,38.85
900037078,2.02E+13,18.5,322.2,-35.32000,3.365,3.347,34,32,12.97,40.42
900037086,2.02E+13,65.4,347.1,-60.96000,3.627,3.605,33,31,29.39,89.67
900037091,2.02E+13,54.2,340.3,-62.57000,3.566,3.524,32,31,25.47,77.91
900037098,2.02E+13,57.2,342.1,-44.45000,3.586,3.541,33,30,26.52,81.06
900037101,2.02E+13,27.4,328.1,-29.05000,3.427,3.408,32,30,16.09,49.77
900037109,2.02E+13,28.9,327.3,-62.22000,3.425,3.394,36,35,16.61,51.34
900037112,2.02E+13,79.2,355.0,-32.58000,3.716,3.680,36,34,34.00,100.00
900037114,2.02E+13,55.7,343.1,-73.79000,3.595,3.553,38,36,26.00,79.49
900037120,2.02E+13,37.1,332.0,-32.11000,3.470,3.446,38,36,19.48,59.96
900037125,2.02E+13,72.5,352.9,-32.97000,3.689,3.663,36,35,31.88,97.12
900037130,2.02E+13,69.9,349.0,-35.80000,3.661,3.610,36,34,30.96,94.40
900037137,2.02E+13,28.8,326.8,-48.86000,3.411,3.397,34,32,16.58,51.24
900037143,2.02E+13,38.7,331.6,-45.39000,3.466,3.443,34,32,20.05,61.64
900037149,2.02E+13,76.1,353.5,-39.08000,3.692,3.673,36,34,33.13,100.00
900037157,2.02E+13,68.8,349.8,-42.22000,3.655,3.632,33,31,30.58,93.24
900037165,2.02E+13,36.8,332.8,-53.51000,3.481,3.452,36,35,19.38,59.64
900037170,2.02E+13,65.2,348.5,-65.55000,3.640,3.621,33,32,29.32,89.46
900037172,2.02E+13,47.3,338.0,-47.11000,3.540,3.502,38,36,23.05,70.66
900037173,2.02E+13,47.3,337.6,-42.27000,3.525,3.509,34,32,23.05,70.66
900037174,2.02E+13,50.6,338.7,-26.90000,3.541,3.514,34,32,24.21,74.13
900037175,2.02E+13,77.9,354.9,-45.97000,3.710,3.683,36,34,33.77,100.00
900037181,2.02E+13,62.7,346.0,-71.30000,3.626,3.583,34,33,28.45,86.84
900037182,2.02E+13,20.4,323.7,-38.36000,3.389,3.354,35,34,13.64,42.42
900037188,2.02E+13,45.1,335.3,-47.52000,3.505,3.480,38,36,22.29,68.36
900037189,2.02E+13,20.7,323.3,-42.62000,3.377,3.359,34,33,13.74,42.73
900037193,2.02E+13,59.2,344.0,-52.46000,3.600,3.567,38,36,27.22,83.16
